Geography,State,StateFIPS,CountyFIPS,,LandArea,Population
"Boyd County, Kentucky",KY,21,19,,414834483,49752
"Boyle County, Kentucky",KY,21,21,,471111135,27697
"Bracken County, Kentucky",KY,21,23,,526333281,8279
"Breathitt County, Kentucky",KY,21,25,,1282544109,16100
"Breckinridge County, Kentucky",KY,21,27,,1482535646,18648
"Bullitt County, Kentucky",KY,21,29,,774604448,61236
"Butler County, Kentucky",KY,21,31,,1108720714,13010
"Caldwell County, Kentucky",KY,21,33,,898673451,13060
"Calloway County, Kentucky",KY,21,35,,1000392922,34177
"Campbell County, Kentucky",KY,21,37,,392523925,88616
"Carlisle County, Kentucky",KY,21,39,,498536885,5351
"Carroll County, Kentucky",KY,21,41,,336927272,10155
"Carter County, Kentucky",KY,21,43,,1063446887,26889
"Casey County, Kentucky",KY,21,45,,1154128617,15447
"Christian County, Kentucky",KY,21,47,,1868197282,72265
"Clark County, Kentucky",KY,21,49,,658660569,33144
"Clay County, Kentucky",KY,21,51,,1219909733,24556
"Clinton County, Kentucky",KY,21,53,,511406731,9634
"Crittenden County, Kentucky",KY,21,55,,937940022,9384
"Cumberland County, Kentucky",KY,21,57,,792076599,7147
"Daviess County, Kentucky",KY,21,59,,1197581574,91545
"Edmonson County, Kentucky",KY,21,61,,783789990,11644
"Elliott County, Kentucky",KY,21,63,,605957318,6748
"Estill County, Kentucky",KY,21,65,,657681296,15307
"Fayette County, Kentucky",KY,21,67,,736891307,260512
"Fleming County, Kentucky",KY,21,69,,908680657,13792
"Floyd County, Kentucky",KY,21,71,,1021217616,42441
"Franklin County, Kentucky",KY,21,73,,545088647,47687
"Fulton County, Kentucky",KY,21,75,,541177806,7752
"Gallatin County, Kentucky",KY,21,77,,255907333,7870
"Garrard County, Kentucky",KY,21,79,,598824325,14792
"Grant County, Kentucky",KY,21,81,,673215866,22384
"Graves County, Kentucky",KY,21,83,,1438975813,37028
"Grayson County, Kentucky",KY,21,85,,1304513526,24053
"Green County, Kentucky",KY,21,87,,747629079,11518
"Greenup County, Kentucky",KY,21,89,,896409719,36891
"Hancock County, Kentucky",KY,21,91,,488990833,8392
"Hardin County, Kentucky",KY,21,93,,1626453011,94174
"Harlan County, Kentucky",KY,21,95,,1210029535,33202
"Harrison County, Kentucky",KY,21,97,,802065260,17983
"Hart County, Kentucky",KY,21,99,,1077254187,17445
"Henderson County, Kentucky",KY,21,101,,1139916860,44829
"Henry County, Kentucky",KY,21,103,,749329544,15060
"Hickman County, Kentucky",KY,21,105,,633109390,5262
"Hopkins County, Kentucky",KY,21,107,,1425939026,46519
"Jackson County, Kentucky",KY,21,109,,896993001,13495
"Jefferson County, Kentucky",KY,21,111,,997372560,693604
"Jessamine County, Kentucky",KY,21,113,,448412225,39041
"Johnson County, Kentucky",KY,21,115,,677395112,23445
"Kenton County, Kentucky",KY,21,117,,419490114,151464
"Knott County, Kentucky",KY,21,119,,912174899,17649
"Knox County, Kentucky",KY,21,121,,1004046439,31795
"Larue County, Kentucky",KY,21,123,,681675308,13373
"Laurel County, Kentucky",KY,21,125,,1128378888,52715
"Lawrence County, Kentucky",KY,21,127,,1084622342,15569
"Lee County, Kentucky",KY,21,129,,543533117,7916
"Leslie County, Kentucky",KY,21,131,,1046433067,12401
"Letcher County, Kentucky",KY,21,133,,878120322,25277
"Lewis County, Kentucky",KY,21,135,,1254818557,14092
"Lincoln County, Kentucky",KY,21,137,,870905604,23361
"Livingston County, Kentucky",KY,21,139,,818648229,9804
"Logan County, Kentucky",KY,21,141,,1439216087,26573
"Lyon County, Kentucky",KY,21,143,,558667225,8080
"McCracken County, Kentucky",KY,21,145,,650151003,65514
"McCreary County, Kentucky",KY,21,147,,1107732620,17080
"McLean County, Kentucky",KY,21,149,,658621474,9938
"Madison County, Kentucky",KY,21,151,,1141362670,70872
"Magoffin County, Kentucky",KY,21,153,,801437172,13332
"Marion County, Kentucky",KY,21,155,,897154272,18212
"Marshall County, Kentucky",KY,21,157,,789648719,30125
"Martin County, Kentucky",KY,21,159,,597509461,12578
"Mason County, Kentucky",KY,21,161,,624469278,16800
"Meade County, Kentucky",KY,21,163,,799024556,26349
"Menifee County, Kentucky",KY,21,165,,528093728,6556
"Mercer County, Kentucky",KY,21,167,,649869025,20817
"Metcalfe County, Kentucky",KY,21,169,,753414695,10037
"Monroe County, Kentucky",KY,21,171,,856789301,11756
"Montgomery County, Kentucky",KY,21,173,,514349457,22554
"Morgan County, Kentucky",KY,21,175,,987464950,13948
"Muhlenberg County, Kentucky",KY,21,177,,1229515420,31839
"Nelson County, Kentucky",KY,21,179,,1094597666,37477
"Nicholas County, Kentucky",KY,21,181,,509214246,6813
"Ohio County, Kentucky",KY,21,183,,1537906727,22916
"Oldham County, Kentucky",KY,21,185,,489994293,46178
"Owen County, Kentucky",KY,21,187,,912039375,10547
"Owsley County, Kentucky",KY,21,189,,513052778,4858
"Pendleton County, Kentucky",KY,21,191,,726582981,14390
"Perry County, Kentucky",KY,21,193,,886165449,29390
"Pike County, Kentucky",KY,21,195,,2040104346,68736
"Powell County, Kentucky",KY,21,197,,466547963,13237
"Pulaski County, Kentucky",KY,21,199,,1713547231,56217
"Robertson County, Kentucky",KY,21,201,,259178528,2266
"Rockcastle County, Kentucky",KY,21,203,,822388337,16582
"Rowan County, Kentucky",KY,21,205,,727326139,22094
"Russell County, Kentucky",KY,21,207,,656643458,16315
"Scott County, Kentucky",KY,21,209,,737425704,33061
"Shelby County, Kentucky",KY,21,211,,995047404,33337
"Simpson County, Kentucky",KY,21,213,,611725481,16405
"Spencer County, Kentucky",KY,21,215,,481485022,11766
"Taylor County, Kentucky",KY,21,217,,698854538,22927
"Todd County, Kentucky",KY,21,219,,974748494,11971
"Trigg County, Kentucky",KY,21,221,,1147675094,12597
"Trimble County, Kentucky",KY,21,223,,385515861,8125
"Union County, Kentucky",KY,21,225,,893798807,15637
"Warren County, Kentucky",KY,21,227,,1412090437,92522
"Washington County, Kentucky",KY,21,229,,778532633,10916
"Wayne County, Kentucky",KY,21,231,,1189834019,19923
"Webster County, Kentucky",KY,21,233,,867003971,14120
"Whitley County, Kentucky",KY,21,235,,1139993122,35865
"Wolfe County, Kentucky",KY,21,237,,577005558,7065
"Woodford County, Kentucky",KY,21,239,,493854910,23208
"Acadia Parish, Louisiana",LA,22,1,,1697175452,58861
"Allen Parish, Louisiana",LA,22,3,,1980039777,25440
"Ascension Parish, Louisiana",LA,22,5,,755057544,76627
"Assumption Parish, Louisiana",LA,22,7,,877182021,23388
"Avoyelles Parish, Louisiana",LA,22,9,,2156001847,41481
"Beauregard Parish, Louisiana",LA,22,11,,3004623471,32986
"Bienville Parish, Louisiana",LA,22,13,,2099544763,15752
"Bossier Parish, Louisiana",LA,22,15,,2173650441,98310
"Caddo Parish, Louisiana",LA,22,17,,2284352103,252161
"Calcasieu Parish, Louisiana",LA,22,19,,2774180172,183577
"Caldwell Parish, Louisiana",LA,22,21,,1371183168,10560
"Cameron Parish, Louisiana",LA,22,23,,3400563105,9991
"Catahoula Parish, Louisiana",LA,22,25,,1822441810,10920
"Claiborne Parish, Louisiana",LA,22,27,,1954543267,16851
"Concordia Parish, Louisiana",LA,22,29,,1802398443,20247
"De Soto Parish, Louisiana",LA,22,31,,2271936425,25494
"East Baton Rouge Parish, Louisiana",LA,22,33,,1179553107,412852
"East Carroll Parish, Louisiana",LA,22,35,,1091524613,9421
"East Feliciana Parish, Louisiana",LA,22,37,,1174305372,21360
"Evangeline Parish, Louisiana",LA,22,39,,1720456451,35434
"Franklin Parish, Louisiana",LA,22,41,,1615147241,21263
"Grant Parish, Louisiana",LA,22,43,,1670838229,18698
"Iberia Parish, Louisiana",LA,22,45,,1489579125,73266
"Iberville Parish, Louisiana",LA,22,47,,1602274118,33320
"Jackson Parish, Louisiana",LA,22,49,,1475653466,15397
"Jefferson Parish, Louisiana",LA,22,51,,793875552,455466
"Jefferson Davis Parish, Louisiana",LA,22,53,,1689476509,31435
"Lafayette Parish, Louisiana",LA,22,55,,698868121,190503
"Lafourche Parish, Louisiana",LA,22,57,,2809306755,89974
"La Salle Parish, Louisiana",LA,22,59,,1615703132,14282
"Lincoln Parish, Louisiana",LA,22,61,,1220861752,42509
"Livingston Parish, Louisiana",LA,22,63,,1678368583,91814
"Madison Parish, Louisiana",LA,22,65,,1616375624,13728
"Morehouse Parish, Louisiana",LA,22,67,,2057092298,31021
"Natchitoches Parish, Louisiana",LA,22,69,,3251593004,39080
"Orleans Parish, Louisiana",LA,22,71,,467638563,484674
"Ouachita Parish, Louisiana",LA,22,73,,1581261555,147250
"Plaquemines Parish, Louisiana",LA,22,75,,2187399020,26757
"Pointe Coupee Parish, Louisiana",LA,22,77,,1443510751,22763
"Rapides Parish, Louisiana",LA,22,79,,3425365854,126337
"Red River Parish, Louisiana",LA,22,81,,1008251074,9622
"Richland Parish, Louisiana",LA,22,83,,1446390668,20981
"Sabine Parish, Louisiana",LA,22,85,,2241026064,23459
"St. Bernard Parish, Louisiana",LA,22,87,,1204448111,67229
"St. Charles Parish, Louisiana",LA,22,89,,734626736,48072
"St. Helena Parish, Louisiana",LA,22,91,,1057652179,10525
"St. James Parish, Louisiana",LA,22,93,,637479684,21216
"St. John the Baptist Parish, Louisiana",LA,22,95,,566936163,43044
"St. Landry Parish, Louisiana",LA,22,97,,2405193012,87700
"St. Martin Parish, Louisiana",LA,22,99,,1916209299,48583
"St. Mary Parish, Louisiana",LA,22,101,,1587131422,53500
"St. Tammany Parish, Louisiana",LA,22,103,,2212242631,191268
"Tangipahoa Parish, Louisiana",LA,22,105,,2046724722,100588
"Tensas Parish, Louisiana",LA,22,107,,1560423577,6618
"Terrebonne Parish, Louisiana",LA,22,109,,3250254613,104503
"Union Parish, Louisiana",LA,22,111,,2272977992,22803
"Vermilion Parish, Louisiana",LA,22,113,,3040079728,53807
"Vernon Parish, Louisiana",LA,22,115,,3440574407,52531
"Washington Parish, Louisiana",LA,22,117,,1734176045,43926
"Webster Parish, Louisiana",LA,22,119,,1541620472,41831
"West Baton Rouge Parish, Louisiana",LA,22,121,,495213465,21601
"West Carroll Parish, Louisiana",LA,22,123,,930837516,12314
"West Feliciana Parish, Louisiana",LA,22,125,,1051547354,15111
"Winn Parish, Louisiana",LA,22,127,,2461746162,16894
"Androscoggin County, Maine",ME,23,1,,1218003476,103793
"Aroostook County, Maine",ME,23,3,,17279217313,73938
"Cumberland County, Maine",ME,23,5,,2163958964,265612
"Franklin County, Maine",ME,23,7,,4397303667,29467
"Hancock County, Maine",ME,23,9,,4112117764,51791
"Kennebec County, Maine",ME,23,11,,2247026695,117114
"Knox County, Maine",ME,23,13,,947084855,39618
"Lincoln County, Maine",ME,23,15,,1181021394,33616
"Oxford County, Maine",ME,23,17,,5382004142,54755
"Penobscot County, Maine",ME,23,19,,8794889730,144919
"Piscataquis County, Maine",ME,23,21,,10272468390,17235
"Sagadahoc County, Maine",ME,23,23,,657595447,35214
"Somerset County, Maine",ME,23,25,,10169586648,50888
"Waldo County, Maine",ME,23,27,,1889988750,36280
"Washington County, Maine",ME,23,29,,6652325061,33941
"York County, Maine",ME,23,31,,2566460305,186742
"Allegany County, Maryland",MD,24,1,,1101831391,74930
"Anne Arundel County, Maryland",MD,24,3,,1077274201,489656
"Baltimore County, Maryland",MD,24,5,,1550332696,754292
"Calvert County, Maryland",MD,24,9,,557298766,74563
"Caroline County, Maryland",MD,24,11,,829160736,29772
"Carroll County, Maryland",MD,24,13,,1163229343,150897
"Cecil County, Maryland",MD,24,15,,901663925,85951
"Charles County, Maryland",MD,24,17,,1193987549,120546
"Dorchester County, Maryland",MD,24,19,,1444022503,30674
"Frederick County, Maryland",MD,24,21,,1716838523,195277
"Garrett County, Maryland",MD,24,23,,1678197020,29846
"Harford County, Maryland",MD,24,25,,1140499738,218590
"Howard County, Maryland",MD,24,27,,652778235,247842
"Kent County, Maryland",MD,24,29,,723731882,19197
"Montgomery County, Maryland",MD,24,31,,1283380074,873341
"Prince George's County, Maryland",MD,24,33,,1257264173,801515
"Queen Anne's County, Maryland",MD,24,35,,964006714,40563
"St. Mary's County, Maryland",MD,24,37,,935634810,86211
"Somerset County, Maryland",MD,24,39,,847481698,24747
"Talbot County, Maryland",MD,24,41,,697064276,33812
"Washington County, Maryland",MD,24,43,,1186567624,131923
"Wicomico County, Maryland",MD,24,45,,976869361,84644
"Worcester County, Maryland",MD,24,47,,1225679185,46543
"Baltimore city, Maryland",MD,24,510,,209282442,651154
"Barnstable County, Massachusetts",MA,25,1,,1024377791,222230
"Berkshire County, Massachusetts",MA,25,3,,2412100627,134953
"Bristol County, Massachusetts",MA,25,5,,1440023877,534678
"Dukes County, Massachusetts",MA,25,7,,268785990,14987
"Essex County, Massachusetts",MA,25,9,,1296721801,723419
"Franklin County, Massachusetts",MA,25,11,,1818244807,71535
"Hampden County, Massachusetts",MA,25,13,,1601658602,456228
"Hampshire County, Massachusetts",MA,25,15,,1370179607,152251
"Middlesex County, Massachusetts",MA,25,17,,2132746255,1465396
"Nantucket County, Massachusetts",MA,25,19,,123826853,9520
"Norfolk County, Massachusetts",MA,25,21,,1034915597,650308
"Plymouth County, Massachusetts",MA,25,23,,1711596642,472822
"Suffolk County, Massachusetts",MA,25,25,,151555693,689807
"Worcester County, Massachusetts",MA,25,27,,3918817426,750963
"Alcona County, Michigan",MI,26,1,,1746776250,11719
"Alger County, Michigan",MI,26,3,,2377170025,9862
"Allegan County, Michigan",MI,26,5,,2143123718,105665
"Alpena County, Michigan",MI,26,7,,1487042096,31314
"Antrim County, Michigan",MI,26,9,,1235262187,23110
"Arenac County, Michigan",MI,26,11,,950117635,17269
"Baraga County, Michigan",MI,26,13,,2341341138,8746
"Barry County, Michigan",MI,26,15,,1440383061,56755
"Bay County, Michigan",MI,26,17,,1150591713,110157
"Benzie County, Michigan",MI,26,19,,832197831,15998
"Berrien County, Michigan",MI,26,21,,1478882557,162453
"Branch County, Michigan",MI,26,23,,1314191146,45787
"Calhoun County, Michigan",MI,26,25,,1835566474,137985
"Cass County, Michigan",MI,26,27,,1274736966,51104
"Charlevoix County, Michigan",MI,26,29,,1079610710,26090
"Cheboygan County, Michigan",MI,26,31,,1853391663,26448
"Chippewa County, Michigan",MI,26,33,,4043131735,38543
"Clare County, Michigan",MI,26,35,,1467993832,31252
"Clinton County, Michigan",MI,26,37,,1480069137,64753
"Crawford County, Michigan",MI,26,39,,1445530829,14273
"Delta County, Michigan",MI,26,41,,3030351121,38520
"Dickinson County, Michigan",MI,26,43,,1984803209,27472
"Eaton County, Michigan",MI,26,45,,1492894246,103655
"Emmet County, Michigan",MI,26,47,,1211649163,31437
"Genesee County, Michigan",MI,26,49,,1656660341,436141
"Gladwin County, Michigan",MI,26,51,,1312614778,26023
"Gogebic County, Michigan",MI,26,53,,2853804694,17370
"Grand Traverse County, Michigan",MI,26,55,,1204527945,77654
"Gratiot County, Michigan",MI,26,57,,1476625630,42285
"Hillsdale County, Michigan",MI,26,59,,1550995291,46527
"Houghton County, Michigan",MI,26,61,,2620341964,36016
"Huron County, Michigan",MI,26,63,,2166569275,36079
"Ingham County, Michigan",MI,26,65,,1448291334,279320
"Ionia County, Michigan",MI,26,67,,1484616954,61518
"Iosco County, Michigan",MI,26,69,,1422193938,27339
"Iron County, Michigan",MI,26,71,,3020846180,13138
"Isabella County, Michigan",MI,26,73,,1487359266,63351
"Jackson County, Michigan",MI,26,75,,1830079005,158422
"Kalamazoo County, Michigan",MI,26,77,,1455220328,238603
"Kalkaska County, Michigan",MI,26,79,,1453024813,16571
"Kent County, Michigan",MI,26,81,,2217482769,574335
"Keweenaw County, Michigan",MI,26,83,,1401117836,2301
"Lake County, Michigan",MI,26,85,,1469650004,11333
"Lapeer County, Michigan",MI,26,87,,1694380864,87904
"Leelanau County, Michigan",MI,26,89,,902529823,21119
"Lenawee County, Michigan",MI,26,91,,1943790358,98890
"Livingston County, Michigan",MI,26,93,,1472143217,156951
"Luce County, Michigan",MI,26,95,,2338974196,7024
"Mackinac County, Michigan",MI,26,97,,2645886628,11943
"Macomb County, Michigan",MI,26,99,,1244329825,788149
"Manistee County, Michigan",MI,26,101,,1407937130,24527
"Marquette County, Michigan",MI,26,103,,4716501275,64634
"Mason County, Michigan",MI,26,105,,1282477630,28274
"Mecosta County, Michigan",MI,26,107,,1439237247,40553
"Menominee County, Michigan",MI,26,109,,2702708106,25326
"Midland County, Michigan",MI,26,111,,1349885621,82874
"Missaukee County, Michigan",MI,26,113,,1467865737,14478
"Monroe County, Michigan",MI,26,115,,1427343313,145945
"Montcalm County, Michigan",MI,26,117,,1833815128,61266
"Montmorency County, Michigan",MI,26,119,,1418346898,10315
"Muskegon County, Michigan",MI,26,121,,1318605774,170200
"Newaygo County, Michigan",MI,26,123,,2181722261,47874
"Oakland County, Michigan",MI,26,125,,2259793193,1194156
"Oceana County, Michigan",MI,26,127,,1399779193,26873
"Ogemaw County, Michigan",MI,26,129,,1461540211,21645
"Ontonagon County, Michigan",MI,26,131,,3396859446,7818
"Osceola County, Michigan",MI,26,133,,1465886433,23197
"Oscoda County, Michigan",MI,26,135,,1463348879,9418
"Otsego County, Michigan",MI,26,137,,1332658596,23301
"Ottawa County, Michigan",MI,26,139,,1465036914,238314
"Presque Isle County, Michigan",MI,26,141,,1709580089,14411
"Roscommon County, Michigan",MI,26,143,,1350419147,25469
"Saginaw County, Michigan",MI,26,145,,2095122995,210039
"St. Clair County, Michigan",MI,26,147,,1876113358,164235
"St. Joseph County, Michigan",MI,26,149,,1304633739,62422
"Sanilac County, Michigan",MI,26,151,,2496226301,44547
"Schoolcraft County, Michigan",MI,26,153,,3051289093,8903
"Shiawassee County, Michigan",MI,26,155,,1395313553,71687
"Tuscola County, Michigan",MI,26,157,,2104180663,58266
"Van Buren County, Michigan",MI,26,159,,1582121725,76263
"Washtenaw County, Michigan",MI,26,161,,1838733615,322895
"Wayne County, Michigan",MI,26,163,,1590646446,2061162
"Wexford County, Michigan",MI,26,165,,1464619961,30484
"Aitkin County, Minnesota",MN,27,1,,4711959293,15301
"Anoka County, Minnesota",MN,27,3,,1097134871,298084
"Becker County, Minnesota",MN,27,5,,3393969725,30000
"Beltrami County, Minnesota",MN,27,7,,6488621963,39650
"Benton County, Minnesota",MN,27,9,,1057430800,34226
"Big Stone County, Minnesota",MN,27,11,,1287086601,5820
"Blue Earth County, Minnesota",MN,27,13,,1948598037,55941
"Brown County, Minnesota",MN,27,15,,1582130022,26911
"Carlton County, Minnesota",MN,27,17,,2228243943,31671
"Carver County, Minnesota",MN,27,19,,924734562,70205
"Cass County, Minnesota",MN,27,21,,5225549622,27150
"Chippewa County, Minnesota",MN,27,23,,1509450344,13088
"Chisago County, Minnesota",MN,27,25,,1081660196,41101
"Clay County, Minnesota",MN,27,27,,2707168209,51229
"Clearwater County, Minnesota",MN,27,29,,2576286716,8423
"Cook County, Minnesota",MN,27,31,,3757048990,5168
"Cottonwood County, Minnesota",MN,27,33,,1657575598,12167
"Crow Wing County, Minnesota",MN,27,35,,2581099850,55099
"Dakota County, Minnesota",MN,27,37,,1475211060,355904
"Dodge County, Minnesota",MN,27,39,,1138309077,17731
"Douglas County, Minnesota",MN,27,41,,1642886292,32821
"Faribault County, Minnesota",MN,27,43,,1848292877,16181
"Fillmore County, Minnesota",MN,27,45,,2230631415,21122
"Freeborn County, Minnesota",MN,27,47,,1832782543,32584
"Goodhue County, Minnesota",MN,27,49,,1963911048,44127
"Grant County, Minnesota",MN,27,51,,1415182450,6289
"Hennepin County, Minnesota",MN,27,53,,1441631419,1116200
"Houston County, Minnesota",MN,27,55,,1446264136,19718
"Hubbard County, Minnesota",MN,27,57,,2389148050,18376
"Isanti County, Minnesota",MN,27,59,,1137181433,31287
"Itasca County, Minnesota",MN,27,61,,6902469547,43992
"Jackson County, Minnesota",MN,27,63,,1817374386,11268
"Kanabec County, Minnesota",MN,27,65,,1359565637,14996
"Kandiyohi County, Minnesota",MN,27,67,,2061780150,41203
"Kittson County, Minnesota",MN,27,69,,2841418760,5285
"Koochiching County, Minnesota",MN,27,71,,8035072742,14355
"Lac qui Parle County, Minnesota",MN,27,73,,1980991269,8067
"Lake County, Minnesota",MN,27,75,,5436798216,11058
"Lake of the Woods County, Minnesota",MN,27,77,,3358447805,4522
"Le Sueur County, Minnesota",MN,27,79,,1161608169,25426
"Lincoln County, Minnesota",MN,27,81,,1390901199,6429
"Lyon County, Minnesota",MN,27,83,,1849701810,25425
"McLeod County, Minnesota",MN,27,85,,1274036610,34898
"Mahnomen County, Minnesota",MN,27,87,,1440395658,5190
"Marshall County, Minnesota",MN,27,89,,4590085004,10155
"Martin County, Minnesota",MN,27,91,,1837194705,21802
"Meeker County, Minnesota",MN,27,93,,1576115126,22644
"Mille Lacs County, Minnesota",MN,27,95,,1487859492,22330
"Morrison County, Minnesota",MN,27,97,,2912435151,31712
"Mower County, Minnesota",MN,27,99,,1842771214,38603
"Murray County, Minnesota",MN,27,101,,1824466297,9165
"Nicollet County, Minnesota",MN,27,103,,1171434445,29771
"Nobles County, Minnesota",MN,27,105,,1852841629,20832
"Norman County, Minnesota",MN,27,107,,2269528709,7442
"Olmsted County, Minnesota",MN,27,109,,1691289144,124277
"Otter Tail County, Minnesota",MN,27,111,,5127422301,57159
"Pennington County, Minnesota",MN,27,113,,1596835117,13584
"Pine County, Minnesota",MN,27,115,,3654584453,26530
"Pipestone County, Minnesota",MN,27,117,,1206638778,9895
"Polk County, Minnesota",MN,27,119,,5103237779,31369
"Pope County, Minnesota",MN,27,121,,1735644816,11236
"Ramsey County, Minnesota",MN,27,123,,403460947,511035
"Red Lake County, Minnesota",MN,27,125,,1119991223,4299
"Redwood County, Minnesota",MN,27,127,,2278479819,16815
"Renville County, Minnesota",MN,27,129,,2545749900,17154
"Rice County, Minnesota",MN,27,131,,1288697315,56665
"Rock County, Minnesota",MN,27,133,,1249952815,9721
"Roseau County, Minnesota",MN,27,135,,4305891965,16338
"St. Louis County, Minnesota",MN,27,137,,16123100792,200528
"Scott County, Minnesota",MN,27,139,,923785607,89498
"Sherburne County, Minnesota",MN,27,141,,1130013623,64417
"Sibley County, Minnesota",MN,27,143,,1524594219,15356
"Stearns County, Minnesota",MN,27,145,,3482282738,133166
"Steele County, Minnesota",MN,27,147,,1112525378,33680
"Stevens County, Minnesota",MN,27,149,,1455738964,10053
"Swift County, Minnesota",MN,27,151,,1925733496,11956
"Todd County, Minnesota",MN,27,153,,2439817277,24426
"Traverse County, Minnesota",MN,27,155,,1486880905,4134
"Wabasha County, Minnesota",MN,27,157,,1359765254,21610
"Wadena County, Minnesota",MN,27,159,,1385686467,13713
"Waseca County, Minnesota",MN,27,161,,1096214300,19526
"Washington County, Minnesota",MN,27,163,,1014508130,201130
"Watonwan County, Minnesota",MN,27,165,,1125386061,11876
"Wilkin County, Minnesota",MN,27,167,,1946197091,7138
"Winona County, Minnesota",MN,27,169,,1622118131,49985
"Wright County, Minnesota",MN,27,171,,1711345644,89986
"Yellow Medicine County, Minnesota",MN,27,173,,1963095467,11080
"Adams County, Mississippi",MS,28,1,,1192070645,34340
"Alcorn County, Mississippi",MS,28,3,,1035717243,34558
"Amite County, Mississippi",MS,28,5,,1889654265,13599
"Attala County, Mississippi",MS,28,7,,1903968664,19661
"Benton County, Mississippi",MS,28,9,,1053579121,8026
"Bolivar County, Mississippi",MS,28,11,,2269566106,40633
"Calhoun County, Mississippi",MS,28,13,,1519125834,15069
"Carroll County, Mississippi",MS,28,15,,1625822071,10769
"Chickasaw County, Mississippi",MS,28,17,,1299028121,19440
"Choctaw County, Mississippi",MS,28,19,,1085464850,9758
"Claiborne County, Mississippi",MS,28,21,,1260721976,11831
"Clarke County, Mississippi",MS,28,23,,1790373368,17955
"Clay County, Mississippi",MS,28,25,,1058165124,21979
"Coahoma County, Mississippi",MS,28,27,,1435246940,30622
"Copiah County, Mississippi",MS,28,29,,2011389312,28757
"Covington County, Mississippi",MS,28,31,,1071711523,19407
"DeSoto County, Mississippi",MS,28,33,,1237658020,107199
"Forrest County, Mississippi",MS,28,35,,1208428793,72604
"Franklin County, Mississippi",MS,28,37,,1462295484,8448
"George County, Mississippi",MS,28,39,,1238770707,19144
"Greene County, Mississippi",MS,28,41,,1846191653,13299
"Grenada County, Mississippi",MS,28,43,,1092436773,23263
"Hancock County, Mississippi",MS,28,45,,1235105235,42967
"Harrison County, Mississippi",MS,28,47,,1504734433,189601
"Hinds County, Mississippi",MS,28,49,,2251177952,250800
"Holmes County, Mississippi",MS,28,51,,1958030490,21609
"Humphreys County, Mississippi",MS,28,53,,1082845849,11206
"Issaquena County, Mississippi",MS,28,55,,1069828803,2274
"Itawamba County, Mississippi",MS,28,57,,1378668967,22770
"Jackson County, Mississippi",MS,28,59,,1882664931,131420
"Jasper County, Mississippi",MS,28,61,,1750844450,18149
"Jefferson County, Mississippi",MS,28,63,,1345206514,9740
"Jefferson Davis County, Mississippi",MS,28,65,,1057768074,13962
"Jones County, Mississippi",MS,28,67,,1796973790,64958
"Kemper County, Mississippi",MS,28,69,,1984276268,10453
"Lafayette County, Mississippi",MS,28,71,,1634576965,38744
"Lamar County, Mississippi",MS,28,73,,1287397446,39070
"Lauderdale County, Mississippi",MS,28,75,,1822081264,78161
"Lawrence County, Mississippi",MS,28,77,,1115321358,13258
"Leake County, Mississippi",MS,28,79,,1509204387,20940
"Lee County, Mississippi",MS,28,81,,1164430094,75755
"Leflore County, Mississippi",MS,28,83,,1533085074,37947
"Lincoln County, Mississippi",MS,28,85,,1516969745,33166
"Lowndes County, Mississippi",MS,28,87,,1300941059,61586
"Madison County, Mississippi",MS,28,89,,1857307939,74674
"Marion County, Mississippi",MS,28,91,,1404661267,25595
"Marshall County, Mississippi",MS,28,93,,1829376626,34993
"Monroe County, Mississippi",MS,28,95,,1979200505,38014
"Montgomery County, Mississippi",MS,28,97,,1053724940,12189
"Neshoba County, Mississippi",MS,28,99,,1476288200,28684
"Newton County, Mississippi",MS,28,101,,1497097396,21838
"Noxubee County, Mississippi",MS,28,103,,1799492506,12548
"Oktibbeha County, Mississippi",MS,28,105,,1185463558,42902
"Panola County, Mississippi",MS,28,107,,1772061994,34274
"Pearl River County, Mississippi",MS,28,109,,2101334544,48621
"Perry County, Mississippi",MS,28,111,,1676181841,12138
"Pike County, Mississippi",MS,28,113,,1059017229,38940
"Pontotoc County, Mississippi",MS,28,115,,1288135081,26726
"Prentiss County, Mississippi",MS,28,117,,1074654719,25556
"Quitman County, Mississippi",MS,28,119,,1048526519,10117
"Rankin County, Mississippi",MS,28,121,,2005987647,115327
"Scott County, Mississippi",MS,28,123,,1577517758,28423
"Sharkey County, Mississippi",MS,28,125,,1107765744,6580
"Simpson County, Mississippi",MS,28,127,,1524806607,27639
"Smith County, Mississippi",MS,28,129,,1646940031,16182
"Stone County, Mississippi",MS,28,131,,1153491942,13622
"Sunflower County, Mississippi",MS,28,133,,1796908346,34369
"Tallahatchie County, Mississippi",MS,28,135,,1667749261,14903
"Tate County, Mississippi",MS,28,137,,1047595981,25370
"Tippah County, Mississippi",MS,28,139,,1185968757,20826
"Tishomingo County, Mississippi",MS,28,141,,1098477263,19163
"Tunica County, Mississippi",MS,28,143,,1177949335,9227
"Union County, Mississippi",MS,28,145,,1075960153,25362
"Walthall County, Mississippi",MS,28,147,,1045891461,15156
"Warren County, Mississippi",MS,28,149,,1519315953,49644
"Washington County, Mississippi",MS,28,151,,1875115658,62977
"Wayne County, Mississippi",MS,28,153,,2098730646,21216
"Webster County, Mississippi",MS,28,155,,1094250516,10294
"Wilkinson County, Mississippi",MS,28,157,,1752656682,10312
"Winston County, Mississippi",MS,28,159,,1572043155,20160
"Yalobusha County, Mississippi",MS,28,161,,1209835322,13051
